0
72,9
72,9
73
73
73,1
73,1
73
73,35
74,1
74,9
75,2
75,1
74,8
74,5
73,95
73,1
72
71,4
70,9
70,2
69,8
69,3
68,9
68,5
68,1
67,8
67,5
67,2
67
66,6
66,4
66,1
65,95
65,7
65,45
65,3
65,1
64,9
64,8
64,65
64,5
64,35
64,2
64,05
63,9
63,8
63,7
63,6
63,5
63,4
63,25
63,2
63,1
63
62,9
62,9
62,8
62,7
62,6
62,55
62,5
62,4
62,4
62,4
62,4
62,4
62,4
62,4
62,4
62,15
62,15
62,15
62,15
61,9
61,9
61,9
61,9
61,9
61,9
61,9
61,9
61,75
61,75
61,75
61,75
61,6
61,6
61,6
61,6
61,45
61,45
61,45
61,45
61,3
61,3
61,3
61,3
61,2
61,2
61,2
61,2
61,1
61,1
61,1
61,1
61,1
61,1
61,1
61,1
61,1
61,1
61,1
61,1
61,1
60,95
60,95
60,95
60,95
60,8
60,8
60,8
60,8
60,7
60,7
60,7
60,7
60,6
60,6
60,6
60,6
60,55
60,55
60,55
60,55
60,5
60,5
60,5
60,5
60,45
60,45
60,45
60,45
60,4
60,4
60,4
60,4
60,4
60,35
60,35
60,35
60,35
60,3
60,3
60,3
60,3
60,25
60,25
60,25
60,25
60,2
60,2
60,2
60,2
60,2
60,2
60,2
60,2
60,2
60,2
60,2
60,2
60,15
60,15
60,15
60,15
60,1
60,1
60,1
60,1
60,05
60,05
60,05
60,05
60
60
60
60
60
60
60
60
60
60
60
60
60
59,95
59,95
59,95
59,95
59,9
59,9
59,9
59,9
59,9
59,9
59,9
59,9
59,9
59,9
59,9
59,9
59,85
59,85
59,85
59,85
59,8
59,8
59,8
59,8
59,8
59,8
59,8
59,8
59,8
59,8
59,8
59,8
59,75
59,75
59,75
59,75
59,75
59,7
59,7
59,7
59,7
59,7
59,7
59,7
59,7
59,7
59,7
59,7
59,7
59,7
59,7
59,7
59,7
59,7
59,7
59,7
59,7
59,7
59,7
59,7
59,7
59,6
59,6
59,6
59,6
59,6
59,6
59,6
59,6
59,6
59,6
59,6
59,6
59,6
59,6
59,6
59,6
59,6
59,6
59,6
59,6
59,6
59,6
59,6
59,6
59,6
59,6
59,6
59,6
59,6
59,6
59,6
59,6
59,6
59,6
59,6
59,6
59,6
59,6
59,6
59,6
59,6
59,6
59,6
59,6
59,6
59,6
59,6
59,6
59,6
59,6
59,6
59,6
59,6
59,65
59,65
59,65
59,65
59,6
59,6
59,6
59,6
59,6
59,65
59,65
59,65
59,65
59,6
59,6
59,6
59,6
59,6
59,6
59,6
59,6
59,6
59,6
59,6
59,6
59,6
59,6
59,6
59,6
59,6
59,6
59,6
59,6
59,6
59,6
59,6
59,6
59,6
59,6
59,6
59,6
59,65
59,65
59,65
59,65
59,7
59,7
59,7
59,7
59,7
59,7
59,7
59,7
59,7
59,7
59,7
59,7
59,7
59,75
59,75
59,75
59,75
59,8
59,8
59,8
59,8
59,8
59,8
59,8
59,8
59,8
59,8
59,8
59,8
59,85
59,85
59,85
59,85
59,9
59,9
59,9
59,9
59,9
59,9
59,9
59,9
59,9
59,9
59,9
59,9
59,95
59,95
59,95
59,95
59,95
60
60
60
60
60,05
60,05
60,05
60,05
60,1
60,1
60,1
60,1
60,1
60,1
60,1
60,1
60,1
60,1
60,1
60,1
60,15
60,15
60,15
60,15
60,2
60,2
60,2
60,2
60,25
60,25
60,25
60,25
60,3
60,3
60,3
60,3
60,35
60,35
60,35
60,35
60,35
60,4
60,4
60,4
60,4
60,45
60,45
60,45
60,45
60,5
60,5
60,5
60,5
60,55
60,55
60,55
60,55
60,6
60,6
60,6
60,6
60,65
60,65
60,65
60,65
60,7
60,7
60,7
60,7
60,75
60,75
60,75
60,75
60,8
60,8
60,8
60,8
60,85
60,85
60,85
60,85
60,85
60,9
60,9
60,9
60,9
61
61
61
61
61,1
61,1
61,1
61,1
61,15
61,15
61,15
61,15
61,2
61,2
61,2
61,2
61,25
61,25
61,25
61,25
61,3
61,3
61,3
61,3
60,95
60,95
60,95
60,95
60,6
60,6
60,6
60,6
61,1
61,1
61,1
61,1
61,6
61,6
61,6
61,6
61,6
61,65
61,65
61,65
61,65
61,7
61,7
61,7
61,7
61,8
61,8
61,8
61,8
61,9
61,9
61,9
61,9
61,95
61,95
61,95
61,95
62
62
62
62
62,05
62,05
62,05
62,05
62,1
62,1
62,1
62,1
62,2
62,2
62,2
62,2
62,3
62,3
62,3
62,3
62,3
62,4
62,4
62,4
62,4
62,5
62,5
62,5
62,5
62,55
62,55
62,55
62,55
62,6
62,6
62,6
62,6
62,7
62,7
62,7
62,7
62,8
62,8
62,8
62,8
62,85
62,85
62,85
62,85
62,9
62,9
62,9
62,9
63
63
63
63
63,1
63,1
63,1
63,1
63,15
63,15
63,15
63,15
63,15
63,2
63,2
63,2
63,2
63,3
63,3
63,3
63,3
63,4
63,4
63,4
63,4
63,5
63,5
63,5
63,5
63,6
63,6
63,6
63,6
63,65
63,65
63,65
63,65
63,7
63,7
63,7
63,7
63,8
63,8
63,8
63,8
63,9
63,9
63,9
63,9
64
64
64
64
64
64,1
64,1
64,1
64,1
64,2
64,2
64,2
64,2
64,3
64,3
64,3
64,3
64,4
64,4
64,4
64,4
64,5
64,5
64,5
64,5
64,55
64,55
64,55
64,55
64,6
64,6
64,6
64,6
64,7
64,7
64,7
64,7
64,8
64,8
64,8
64,8
64,9
64,9
64,9
64,9
64,9
65
65
65
65
65,1
65,1
65,1
65,1
65,2
65,2
65,2
65,2
65,25
65,25
65,25
65,25
65,3
65,3
65,3
65,3
65,25
65,25
65,25
65,25
65,2
65,2
65,2
65,2
65,45
65,45
65,45
65,45
65,7
65,7
65,7
65,7
65,8
65,8
65,8
65,8
65,9
65,9
65,9
65,9
65,9
66
66
66
66
66,1
66,3
66,4
66,6
66,2
66,2
66,2
66,2
66,3
66,3
66,3
66,3
66,35
66,35
66,35
66,35
66,4
66,4
66,4
66,4
66,5
66,5
66,5
66,5
66,6
66,6
66,6
66,6
66,7
66,7
66,7
66,7
66,8
66,8
66,8
66,8
66,8
66,9
66,9
66,9
66,9
67
67
67
67
67,1
67,1
67,1
67,1
67,2
67,2
67,2
67,2
67,25
67,25
67,25
67,25
67,3
67,3
67,3
67,3
67,45
67,45
67,45
67,45
67,6
67,6
67,6
67,6
67,7
67,7
67,7
67,7
67,8
67,8
67,8
67,8
67,9
67,9
67,9
67,9
67,9
68
68
68
68
68,1
68,1
68,1
68,1
68,2
68,2
68,2
68,2
68,25
68,25
68,25
68,25
68,3
68,3
68,3
68,3
68,45
68,45
68,45
68,45
68,6
68,6
68,6
68,6
68,7
68,7
68,7
68,7
68,8
68,8
68,8
68,8
68,9
68,9
68,9
68,9
68,9
69
69
69
69
69,1
69,1
69,1
69,1
69,2
69,2
69,2
69,2
69,3
69,3
69,3
69,3
69,4
69,4
69,4
69,4
69,5
69,5
69,5
69,5
69,6
69,6
69,6
69,6
69,75
69,75
69,75
69,75
69,9
69,9
69,9
69,9
70
70
70
70
70,1
70,1
70,1
70,1
70,1
70,2
70,2
70,2
70,2
70,3
70,3
70,3
70,3
70,15
70,15
70,15
70,15
70
70
70
70
70,4
70,4
